,VILLE,REVENU FISCAL DE RÉFÉRENCE,TAUX DE CHÔMAGE,BÉNÉFICIAIRES DU RSA,Salaires mensuels nets moyens,Pourcentage de salariés en CDI,Nombres d'entreprises,ISF moyen par foyer nc,Bénéficiaires de la CAF,Population
372,"<td><a href=""https://www.linternaute.com/ville/narbonne/ville-11262"">Narbonne</a></td>",<td>22 241 €</td>,"<td>21,16 %</td>","<td>6,25 %</td>","<td>2 004,67 €</td>","<td>81,98 %</td>",<td>5 950 entreprises</td>,<td>8 930 €</td>,"<td>28,62 %</td>",<td>55 375 hab.</td>
373,"<td><a href=""https://www.linternaute.com/ville/trith-saint-leger/ville-59603"">Trith-Saint-Léger</a></td>",<td>19 720 €</td>,"<td>20,57 %</td>","<td>3,70 %</td>","<td>2 005,62 €</td>","<td>81,23 %</td>",<td>253 entreprises</td>,<td>nc</td>,"<td>23,79 %</td>",<td>6 189 hab.</td>
374,"<td><a href=""https://www.linternaute.com/ville/valreas/ville-84138"">Valréas</a></td>",<td>19 811 €</td>,"<td>19,81 %</td>","<td>3,21 %</td>","<td>1 970,52 €</td>","<td>77,08 %</td>",<td>741 entreprises</td>,<td>nc</td>,"<td>19,76 %</td>",<td>9 426 hab.</td>
375,"<td><a href=""https://www.linternaute.com/ville/evry-courcouronnes/ville-91228"">Évry-Courcouronnes</a></td>",<td>19 973 €</td>,"<td>17,76 %</td>","<td>4,19 %</td>","<td>2 104,17 €</td>","<td>82,19 %</td>",<td>6 543 entreprises</td>,<td>nc</td>,"<td>27,87 %</td>",<td>67 131 hab.</td>
376,"<td><a href=""https://www.linternaute.com/ville/fougeres/ville-35115"">Fougères</a></td>",<td>20 976 €</td>,"<td>16,44 %</td>","<td>3,46 %</td>","<td>1 980,50 €</td>","<td>78,52 %</td>",<td>1 254 entreprises</td>,<td>8 176 €</td>,"<td>26,72 %</td>",<td>20 528 hab.</td>
377,"<td><a href=""https://www.linternaute.com/ville/la-ferte-mace/ville-61168"">La Ferté Macé</a></td>",<td>20 066 €</td>,"<td>17,38 %</td>","<td>4,01 %</td>","<td>1 882,70 €</td>","<td>76,75 %</td>",<td>298 entreprises</td>,<td>nc</td>,"<td>21,91 %</td>",<td>5 207 hab.</td>
378,"<td><a href=""https://www.linternaute.com/ville/souillac/ville-46309"">Souillac</a></td>",<td>19 584 €</td>,"<td>21,66 %</td>","<td>4,59 %</td>","<td>1 870,07 €</td>","<td>76,18 %</td>",<td>358 entreprises</td>,<td>nc</td>,"<td>25,55 %</td>",<td>3 243 hab.</td>
379,"<td><a href=""https://www.linternaute.com/ville/anse-bertrand/ville-97102"">Anse-Bertrand</a></td>",<td>15 455 €</td>,"<td>24,53 %</td>","<td>8,87 %</td>","<td>2 022,34 €</td>","<td>82,39 %</td>",<td>455 entreprises</td>,<td>nc</td>,"<td>26,92 %</td>",<td>4 136 hab.</td>
380,"<td><a href=""https://www.linternaute.com/ville/auxi-le-chateau/ville-62060"">Auxi-le-Château</a></td>",<td>17 867 €</td>,"<td>24,82 %</td>","<td>4,67 %</td>","<td>1 841,59 €</td>","<td>73,13 %</td>",<td>143 entreprises</td>,<td>nc</td>,"<td>20,96 %</td>",<td>2 606 hab.</td>
381,"<td><a href=""https://www.linternaute.com/ville/friville-escarbotin/ville-80368"">Friville-Escarbotin</a></td>",<td>19 236 €</td>,"<td>18,42 %</td>","<td>3,45 %</td>","<td>1 839,17 €</td>","<td>78,93 %</td>",<td>272 entreprises</td>,<td>nc</td>,"<td>22,22 %</td>",<td>4 501 hab.</td>
382,"<td><a href=""https://www.linternaute.com/ville/givors/ville-69091"">Givors</a></td>",<td>18 172 €</td>,"<td>20,32 %</td>","<td>5,07 %</td>","<td>1 977,86 €</td>","<td>85,79 %</td>",<td>1 312 entreprises</td>,<td>nc</td>,"<td>25,82 %</td>",<td>20 121 hab.</td>
383,"<td><a href=""https://www.linternaute.com/ville/houdain/ville-62457"">Houdain</a></td>",<td>19 713 €</td>,"<td>19,63 %</td>","<td>3,85 %</td>","<td>1 964,85 €</td>","<td>82,40 %</td>",<td>217 entreprises</td>,<td>nc</td>,"<td>21,32 %</td>",<td>7 178 hab.</td>
384,"<td><a href=""https://www.linternaute.com/ville/onnaing/ville-59447"">Onnaing</a></td>",<td>20 704 €</td>,"<td>21,24 %</td>","<td>5,31 %</td>","<td>2 056,50 €</td>","<td>81,74 %</td>",<td>350 entreprises</td>,<td>nc</td>,"<td>24,04 %</td>",<td>8 813 hab.</td>
385,"<td><a href=""https://www.linternaute.com/ville/chatellerault/ville-86066"">Châtellerault</a></td>",<td>21 009 €</td>,"<td>19,60 %</td>","<td>7,21 %</td>","<td>2 146,92 €</td>","<td>79,94 %</td>",<td>1 958 entreprises</td>,<td>9 178 €</td>,"<td>26,34 %</td>",<td>31 733 hab.</td>
386,"<td><a href=""https://www.linternaute.com/ville/colombelles/ville-14167"">Colombelles</a></td>",<td>19 046 €</td>,"<td>19,62 %</td>","<td>3,35 %</td>","<td>1 830,41 €</td>","<td>83,60 %</td>",<td>494 entreprises</td>,<td>nc</td>,"<td>27,47 %</td>",<td>6 941 hab.</td>
387,"<td><a href=""https://www.linternaute.com/ville/ferriere-la-grande/ville-59230"">Ferrière-la-Grande</a></td>",<td>20 640 €</td>,"<td>24,57 %</td>","<td>5,35 %</td>","<td>2 044,47 €</td>","<td>80,05 %</td>",<td>193 entreprises</td>,<td>nc</td>,"<td>22,06 %</td>",<td>5 292 hab.</td>
388,"<td><a href=""https://www.linternaute.com/ville/fort-de-france/ville-97209"">Fort-de-France</a></td>",<td>19 198 €</td>,"<td>23,75 %</td>","<td>11,76 %</td>","<td>2 243,19 €</td>","<td>81,62 %</td>",<td>12 489 entreprises</td>,<td>11 663 €</td>,"<td>33,17 %</td>",<td>78 126 hab.</td>
389,"<td><a href=""https://www.linternaute.com/ville/gournay-en-bray/ville-76312"">Gournay-en-Bray</a></td>",<td>18 741 €</td>,"<td>20,84 %</td>","<td>3,91 %</td>","<td>1 992,40 €</td>","<td>81,63 %</td>",<td>397 entreprises</td>,<td>nc</td>,"<td>22,60 %</td>",<td>6 051 hab.</td>
390,"<td><a href=""https://www.linternaute.com/ville/hombourg-haut/ville-57332"">Hombourg-Haut</a></td>",<td>19 830 €</td>,"<td>20,61 %</td>","<td>3,99 %</td>","<td>1 981,43 €</td>","<td>78,89 %</td>",<td>257 entreprises</td>,<td>nc</td>,"<td>19,29 %</td>",<td>6 272 hab.</td>
391,"<td><a href=""https://www.linternaute.com/ville/lillebonne/ville-76384"">Lillebonne</a></td>",<td>20 457 €</td>,"<td>21,75 %</td>","<td>4,51 %</td>","<td>2 183,89 €</td>","<td>76,67 %</td>",<td>399 entreprises</td>,<td>nc</td>,"<td>24,84 %</td>",<td>8 845 hab.</td>
392,"<td><a href=""https://www.linternaute.com/ville/longuenesse/ville-62525"">Longuenesse</a></td>",<td>21 504 €</td>,"<td>21,89 %</td>","<td>4,44 %</td>","<td>2 033,71 €</td>","<td>79,09 %</td>",<td>432 entreprises</td>,<td>nc</td>,"<td>21,23 %</td>",<td>10 736 hab.</td>
393,"<td><a href=""https://www.linternaute.com/ville/brignoles/ville-83023"">Brignoles</a></td>",<td>21 633 €</td>,"<td>17,81 %</td>","<td>4,85 %</td>","<td>2 015,23 €</td>","<td>79,48 %</td>",<td>1 927 entreprises</td>,<td>nc</td>,"<td>24,51 %</td>",<td>17 364 hab.</td>
394,"<td><a href=""https://www.linternaute.com/ville/gueret/ville-23096"">Guéret</a></td>",<td>21 052 €</td>,"<td>15,53 %</td>","<td>4,37 %</td>","<td>1 899,49 €</td>","<td>81,53 %</td>",<td>929 entreprises</td>,<td>nc</td>,"<td>29,32 %</td>",<td>12 889 hab.</td>
395,"<td><a href=""https://www.linternaute.com/ville/guines/ville-62397"">Guînes</a></td>",<td>20 123 €</td>,"<td>22,44 %</td>","<td>3,92 %</td>","<td>1 991,42 €</td>","<td>80,82 %</td>",<td>199 entreprises</td>,<td>nc</td>,"<td>21,82 %</td>",<td>5 619 hab.</td>
396,"<td><a href=""https://www.linternaute.com/ville/joinville/ville-52250"">Joinville</a></td>",<td>18 298 €</td>,"<td>23,66 %</td>","<td>5,77 %</td>","<td>2 029,56 €</td>","<td>77,75 %</td>",<td>219 entreprises</td>,<td>nc</td>,"<td>25,77 %</td>",<td>3 037 hab.</td>
397,"<td><a href=""https://www.linternaute.com/ville/lure/ville-70310"">Lure</a></td>",<td>20 524 €</td>,"<td>17,81 %</td>","<td>4,70 %</td>","<td>2 023,56 €</td>","<td>79,72 %</td>",<td>658 entreprises</td>,<td>nc</td>,"<td>26,09 %</td>",<td>8 131 hab.</td>
398,"<td><a href=""https://www.linternaute.com/ville/conches-en-ouche/ville-27165"">Conches-en-Ouche</a></td>",<td>20 106 €</td>,"<td>21,24 %</td>","<td>3,64 %</td>","<td>1 981,26 €</td>","<td>77,67 %</td>",<td>325 entreprises</td>,<td>nc</td>,"<td>23,72 %</td>",<td>5 004 hab.</td>
399,"<td><a href=""https://www.linternaute.com/ville/la-loupe/ville-28214"">La Loupe</a></td>",<td>18 224 €</td>,"<td>20,93 %</td>","<td>4,24 %</td>","<td>1 848,67 €</td>","<td>81,15 %</td>",<td>215 entreprises</td>,<td>nc</td>,"<td>23,43 %</td>",<td>3 334 hab.</td>
400,"<td><a href=""https://www.linternaute.com/ville/lallaing/ville-59327"">Lallaing</a></td>",<td>18 398 €</td>,"<td>19,90 %</td>","<td>4,56 %</td>","<td>2 023,90 €</td>","<td>83,76 %</td>",<td>221 entreprises</td>,<td>nc</td>,"<td>24,40 %</td>",<td>6 297 hab.</td>
401,"<td><a href=""https://www.linternaute.com/ville/marly/ville-59383"">Marly</a></td>",<td>20 533 €</td>,"<td>21,57 %</td>","<td>5,04 %</td>","<td>2 115,56 €</td>","<td>81,90 %</td>",<td>587 entreprises</td>,<td>nc</td>,"<td>25,02 %</td>",<td>12 074 hab.</td>
402,"<td><a href=""https://www.linternaute.com/ville/senones/ville-88451"">Senones</a></td>",<td>16 801 €</td>,"<td>24,38 %</td>","<td>6,03 %</td>","<td>1 862,59 €</td>","<td>80,14 %</td>",<td>144 entreprises</td>,<td>nc</td>,"<td>23,85 %</td>",<td>2 439 hab.</td>
403,"<td><a href=""https://www.linternaute.com/ville/rivesaltes/ville-66164"">Rivesaltes</a></td>",<td>20 752 €</td>,"<td>17,02 %</td>","<td>4,73 %</td>","<td>1 921,15 €</td>","<td>82,21 %</td>",<td>877 entreprises</td>,<td>nc</td>,"<td>24,89 %</td>",<td>8 756 hab.</td>
404,"<td><a href=""https://www.linternaute.com/ville/riviere-salee/ville-97221"">Rivière-Salée</a></td>",<td>19 785 €</td>,"<td>24,40 %</td>","<td>10,53 %</td>","<td>2 272,84 €</td>","<td>82,35 %</td>",<td>1 400 entreprises</td>,<td>nc</td>,"<td>29,38 %</td>",<td>11 857 hab.</td>
405,"<td><a href=""https://www.linternaute.com/ville/cahors/ville-46042"">Cahors</a></td>",<td>22 708 €</td>,"<td>18,29 %</td>","<td>5,02 %</td>","<td>1 993,11 €</td>","<td>78,73 %</td>",<td>1 950 entreprises</td>,<td>7 963 €</td>,"<td>28,10 %</td>",<td>19 907 hab.</td>
406,"<td><a href=""https://www.linternaute.com/ville/crespin/ville-59160"">Crespin</a></td>",<td>19 162 €</td>,"<td>22,62 %</td>","<td>4,85 %</td>","<td>2 074,09 €</td>","<td>81,54 %</td>",<td>145 entreprises</td>,<td>nc</td>,"<td>21,87 %</td>",<td>4 514 hab.</td>
407,"<td><a href=""https://www.linternaute.com/ville/creutzwald/ville-57160"">Creutzwald</a></td>",<td>20 810 €</td>,"<td>18,67 %</td>","<td>4,36 %</td>","<td>2 008,44 €</td>","<td>80,11 %</td>",<td>772 entreprises</td>,<td>nc</td>,"<td>20,27 %</td>",<td>13 070 hab.</td>
408,"<td><a href=""https://www.linternaute.com/ville/port-vendres/ville-66148"">Port-Vendres</a></td>",<td>21 430 €</td>,"<td>22,99 %</td>","<td>4,13 %</td>","<td>1 828,32 €</td>","<td>73,60 %</td>",<td>307 entreprises</td>,<td>nc</td>,"<td>23,21 %</td>",<td>4 073 hab.</td>
409,"<td><a href=""https://www.linternaute.com/ville/argeles-sur-mer/ville-66008"">Argelès-sur-Mer</a></td>",<td>22 765 €</td>,"<td>22,30 %</td>","<td>4,46 %</td>","<td>1 927,82 €</td>","<td>80,55 %</td>",<td>1 568 entreprises</td>,<td>nc</td>,"<td>25,10 %</td>",<td>10 366 hab.</td>
410,"<td><a href=""https://www.linternaute.com/ville/grand-charmont/ville-25284"">Grand-Charmont</a></td>",<td>21 150 €</td>,"<td>20,17 %</td>","<td>4,23 %</td>","<td>2 082,63 €</td>","<td>77,28 %</td>",<td>170 entreprises</td>,<td>nc</td>,"<td>23,16 %</td>",<td>5 754 hab.</td>
411,"<td><a href=""https://www.linternaute.com/ville/marseillan/ville-34150"">Marseillan</a></td>",<td>21 728 €</td>,"<td>23,06 %</td>","<td>4,82 %</td>","<td>1 921,41 €</td>","<td>80,75 %</td>",<td>1 048 entreprises</td>,<td>nc</td>,"<td>20,86 %</td>",<td>7 784 hab.</td>
412,"<td><a href=""https://www.linternaute.com/ville/mont-saint-martin/ville-54382"">Mont-Saint-Martin</a></td>",<td>19 228 €</td>,"<td>22,39 %</td>","<td>4,87 %</td>","<td>1 833,89 €</td>","<td>84,72 %</td>",<td>244 entreprises</td>,<td>nc</td>,"<td>18,56 %</td>",<td>8 953 hab.</td>
413,"<td><a href=""https://www.linternaute.com/ville/rethel/ville-08362"">Rethel</a></td>",<td>20 476 €</td>,"<td>19,14 %</td>","<td>4,46 %</td>","<td>1 993,14 €</td>","<td>81,68 %</td>",<td>515 entreprises</td>,<td>nc</td>,"<td>23,84 %</td>",<td>7 522 hab.</td>
414,"<td><a href=""https://www.linternaute.com/ville/sains-du-nord/ville-59525"">Sains-du-Nord</a></td>",<td>18 567 €</td>,"<td>26,60 %</td>","<td>5,11 %</td>","<td>1 946,90 €</td>","<td>82,27 %</td>",<td>92 entreprises</td>,<td>nc</td>,"<td>22,83 %</td>",<td>2 845 hab.</td>
415,"<td><a href=""https://www.linternaute.com/ville/trelon/ville-59601"">Trélon</a></td>",<td>18 468 €</td>,"<td>21,72 %</td>","<td>4,29 %</td>","<td>1 863,69 €</td>","<td>80,05 %</td>",<td>132 entreprises</td>,<td>nc</td>,"<td>22,74 %</td>",<td>2 798 hab.</td>
416,"<td><a href=""https://www.linternaute.com/ville/saint-lo/ville-50502"">Saint-Lô</a></td>",<td>21 371 €</td>,"<td>14,59 %</td>","<td>3,43 %</td>","<td>1 989,53 €</td>","<td>76,68 %</td>",<td>1 434 entreprises</td>,<td>6 332 €</td>,"<td>27,53 %</td>",<td>19 024 hab.</td>
417,"<td><a href=""https://www.linternaute.com/ville/bapaume/ville-62080"">Bapaume</a></td>",<td>16 637 €</td>,"<td>19,17 %</td>","<td>2,75 %</td>","<td>1 846,28 €</td>","<td>74,22 %</td>",<td>255 entreprises</td>,<td>nc</td>,"<td>21,69 %</td>",<td>3 817 hab.</td>
418,"<td><a href=""https://www.linternaute.com/ville/rive-de-gier/ville-42186"">Rive-de-Gier</a></td>",<td>19 579 €</td>,"<td>19,40 %</td>","<td>3,59 %</td>","<td>2 069,95 €</td>","<td>82,35 %</td>",<td>902 entreprises</td>,<td>nc</td>,"<td>24,28 %</td>",<td>15 105 hab.</td>
419,"<td><a href=""https://www.linternaute.com/ville/saint-francois/ville-97125"">Saint-François</a></td>",<td>19 989 €</td>,"<td>27,01 %</td>","<td>13,45 %</td>","<td>2 264,02 €</td>","<td>82,66 %</td>",<td>3 093 entreprises</td>,<td>nc</td>,"<td>35,42 %</td>",<td>12 348 hab.</td>
420,"<td><a href=""https://www.linternaute.com/ville/terrasson-lavilledieu/ville-24547"">Terrasson-Lavilledieu</a></td>",<td>20 017 €</td>,"<td>20,41 %</td>","<td>3,45 %</td>","<td>1 935,46 €</td>","<td>80,32 %</td>",<td>488 entreprises</td>,<td>nc</td>,"<td>20,94 %</td>",<td>6 234 hab.</td>
421,"<td><a href=""https://www.linternaute.com/ville/valenciennes/ville-59606"">Valenciennes</a></td>",<td>21 722 €</td>,"<td>21,51 %</td>","<td>7,49 %</td>","<td>2 273,69 €</td>","<td>78,85 %</td>",<td>3 525 entreprises</td>,<td>8 254 €</td>,"<td>33,62 %</td>",<td>43 405 hab.</td>
422,"<td><a href=""https://www.linternaute.com/ville/bischwiller/ville-67046"">Bischwiller</a></td>",<td>20 379 €</td>,"<td>17,68 %</td>","<td>2,93 %</td>","<td>1 926,47 €</td>","<td>81,55 %</td>",<td>699 entreprises</td>,<td>nc</td>,"<td>23,42 %</td>",<td>12 615 hab.</td>
423,"<td><a href=""https://www.linternaute.com/ville/le-luc/ville-83073"">Le Luc</a></td>",<td>20 633 €</td>,"<td>19,75 %</td>","<td>3,52 %</td>","<td>1 972,21 €</td>","<td>81,67 %</td>",<td>902 entreprises</td>,<td>nc</td>,"<td>21,77 %</td>",<td>11 008 hab.</td>
424,"<td><a href=""https://www.linternaute.com/ville/bagnols-sur-ceze/ville-30028"">Bagnols-sur-Cèze</a></td>",<td>20 615 €</td>,"<td>21,52 %</td>","<td>6,32 %</td>","<td>2 253,22 €</td>","<td>81,36 %</td>",<td>1 403 entreprises</td>,<td>nc</td>,"<td>25,95 %</td>",<td>18 072 hab.</td>
425,"<td><a href=""https://www.linternaute.com/ville/courcelles-les-lens/ville-62249"">Courcelles-lès-Lens</a></td>",<td>19 386 €</td>,"<td>18,35 %</td>","<td>3,50 %</td>","<td>1 960,74 €</td>","<td>82,71 %</td>",<td>313 entreprises</td>,<td>nc</td>,"<td>21,67 %</td>",<td>7 918 hab.</td>
426,"<td><a href=""https://www.linternaute.com/ville/falaise/ville-14258"">Falaise</a></td>",<td>20 279 €</td>,"<td>16,12 %</td>","<td>3,63 %</td>","<td>1 891,04 €</td>","<td>81,62 %</td>",<td>592 entreprises</td>,<td>nc</td>,"<td>26,27 %</td>",<td>8 086 hab.</td>
427,"<td><a href=""https://www.linternaute.com/ville/montval-sur-loir/ville-72071"">Montval-sur-Loir</a></td>",<td>20 079 €</td>,"<td>21,74 %</td>","<td>3,51 %</td>","<td>1 943,09 €</td>","<td>79,75 %</td>",<td>297 entreprises</td>,<td>nc</td>,"<td>19,38 %</td>",<td>6 069 hab.</td>
428,"<td><a href=""https://www.linternaute.com/ville/brioude/ville-43040"">Brioude</a></td>",<td>20 396 €</td>,"<td>16,92 %</td>","<td>3,59 %</td>","<td>1 903,38 €</td>","<td>80,01 %</td>",<td>613 entreprises</td>,<td>nc</td>,"<td>23,41 %</td>",<td>6 681 hab.</td>
429,"<td><a href=""https://www.linternaute.com/ville/saint-joseph/ville-97224"">Saint-Joseph</a></td>",<td>20 291 €</td>,"<td>23,62 %</td>","<td>8,98 %</td>","<td>2 231,33 €</td>","<td>83,01 %</td>",<td>1 310 entreprises</td>,<td>nc</td>,"<td>26,07 %</td>",<td>16 152 hab.</td>
430,"<td><a href=""https://www.linternaute.com/ville/thouars/ville-79329"">Thouars</a></td>",<td>21 691 €</td>,"<td>16,16 %</td>","<td>3,66 %</td>","<td>1 913,73 €</td>","<td>79,21 %</td>",<td>827 entreprises</td>,<td>nc</td>,"<td>22,92 %</td>",<td>13 932 hab.</td>
431,"<td><a href=""https://www.linternaute.com/ville/amiens/ville-80021"">Amiens</a></td>",<td>21 931 €</td>,"<td>19,90 %</td>","<td>6,06 %</td>","<td>2 164,21 €</td>","<td>77,37 %</td>",<td>8 535 entreprises</td>,<td>9 718 €</td>,"<td>35,05 %</td>",<td>133 891 hab.</td>
432,"<td><a href=""https://www.linternaute.com/ville/chalons-en-champagne/ville-51108"">Châlons-en-Champagne</a></td>",<td>21 095 €</td>,"<td>16,88 %</td>","<td>4,29 %</td>","<td>2 040,79 €</td>","<td>81,20 %</td>",<td>2 287 entreprises</td>,<td>8 619 €</td>,"<td>25,96 %</td>",<td>44 246 hab.</td>
433,"<td><a href=""https://www.linternaute.com/ville/drancy/ville-93029"">Drancy</a></td>",<td>20 130 €</td>,"<td>20,13 %</td>","<td>6,53 %</td>","<td>2 028,60 €</td>","<td>84,33 %</td>",<td>7 208 entreprises</td>,<td>9 742 €</td>,"<td>24,29 %</td>",<td>72 109 hab.</td>
434,"<td><a href=""https://www.linternaute.com/ville/saint-hippolyte-du-fort/ville-30263"">Saint-Hippolyte-du-Fort</a></td>",<td>19 113 €</td>,"<td>17,60 %</td>","<td>5,31 %</td>","<td>1 885,25 €</td>","<td>81,18 %</td>",<td>388 entreprises</td>,<td>nc</td>,"<td>24,53 %</td>",<td>3 856 hab.</td>
435,"<td><a href=""https://www.linternaute.com/ville/foix/ville-09122"">Foix</a></td>",<td>22 304 €</td>,"<td>18,07 %</td>","<td>5,83 %</td>","<td>1 999,34 €</td>","<td>80,09 %</td>",<td>1 015 entreprises</td>,<td>nc</td>,"<td>32,03 %</td>",<td>9 452 hab.</td>
436,"<td><a href=""https://www.linternaute.com/ville/gamaches/ville-80373"">Gamaches</a></td>",<td>18 537 €</td>,"<td>22,28 %</td>","<td>5,32 %</td>","<td>1 900,72 €</td>","<td>79,58 %</td>",<td>146 entreprises</td>,<td>nc</td>,"<td>23,10 %</td>",<td>2 501 hab.</td>
437,"<td><a href=""https://www.linternaute.com/ville/givet/ville-08190"">Givet</a></td>",<td>20 469 €</td>,"<td>21,34 %</td>","<td>5,10 %</td>","<td>1 932,56 €</td>","<td>83,70 %</td>",<td>434 entreprises</td>,<td>nc</td>,"<td>22,58 %</td>",<td>6 610 hab.</td>
438,"<td><a href=""https://www.linternaute.com/ville/langon/ville-33227"">Langon</a></td>",<td>19 547 €</td>,"<td>17,15 %</td>","<td>4,43 %</td>","<td>2 054,39 €</td>","<td>80,93 %</td>",<td>1 069 entreprises</td>,<td>nc</td>,"<td>27,44 %</td>",<td>7 374 hab.</td>
439,"<td><a href=""https://www.linternaute.com/ville/le-mee-sur-seine/ville-77285"">Le Mée-sur-Seine</a></td>",<td>20 937 €</td>,"<td>17,53 %</td>","<td>4,15 %</td>","<td>2 061,36 €</td>","<td>81,30 %</td>",<td>1 031 entreprises</td>,<td>nc</td>,"<td>23,62 %</td>",<td>21 071 hab.</td>
440,"<td><a href=""https://www.linternaute.com/ville/oloron-sainte-marie/ville-64422"">Oloron-Sainte-Marie</a></td>",<td>20 545 €</td>,"<td>16,91 %</td>","<td>3,47 %</td>","<td>2 014,09 €</td>","<td>80,11 %</td>",<td>972 entreprises</td>,<td>nc</td>,"<td>24,59 %</td>",<td>10 629 hab.</td>
441,"<td><a href=""https://www.linternaute.com/ville/tarascon-sur-ariege/ville-09306"">Tarascon-sur-Ariège</a></td>",<td>17 975 €</td>,"<td>22,31 %</td>","<td>4,60 %</td>","<td>1 943,12 €</td>","<td>78,98 %</td>",<td>267 entreprises</td>,<td>nc</td>,"<td>22,02 %</td>",<td>3 028 hab.</td>
442,"<td><a href=""https://www.linternaute.com/ville/crest/ville-26108"">Crest</a></td>",<td>21 785 €</td>,"<td>18,27 %</td>","<td>4,18 %</td>","<td>1 994,44 €</td>","<td>76,59 %</td>",<td>994 entreprises</td>,<td>nc</td>,"<td>23,51 %</td>",<td>8 629 hab.</td>
443,"<td><a href=""https://www.linternaute.com/ville/fruges/ville-62364"">Fruges</a></td>",<td>16 546 €</td>,"<td>19,16 %</td>","<td>4,55 %</td>","<td>1 747,77 €</td>","<td>79,42 %</td>",<td>162 entreprises</td>,<td>nc</td>,"<td>27,25 %</td>",<td>2 354 hab.</td>
444,"<td><a href=""https://www.linternaute.com/ville/goyave/ville-97114"">Goyave</a></td>",<td>18 277 €</td>,"<td>29,52 %</td>","<td>10,42 %</td>","<td>2 427,84 €</td>","<td>81,42 %</td>",<td>659 entreprises</td>,<td>nc</td>,"<td>29,37 %</td>",<td>7 588 hab.</td>
445,"<td><a href=""https://www.linternaute.com/ville/le-lamentin/ville-97213"">Le Lamentin</a></td>",<td>21 266 €</td>,"<td>19,88 %</td>","<td>8,42 %</td>","<td>2 296,05 €</td>","<td>80,81 %</td>",<td>6 257 entreprises</td>,<td>nc</td>,"<td>27,16 %</td>",<td>40 581 hab.</td>
446,"<td><a href=""https://www.linternaute.com/ville/montpon-menesterol/ville-24294"">Montpon-Ménestérol</a></td>",<td>19 898 €</td>,"<td>18,20 %</td>","<td>4,10 %</td>","<td>1 960,62 €</td>","<td>81,14 %</td>",<td>440 entreprises</td>,<td>nc</td>,"<td>23,14 %</td>",<td>5 602 hab.</td>
447,"<td><a href=""https://www.linternaute.com/ville/neufchatel-en-bray/ville-76462"">Neufchâtel-en-Bray</a></td>",<td>19 119 €</td>,"<td>16,41 %</td>","<td>4,32 %</td>","<td>1 970,71 €</td>","<td>80,87 %</td>",<td>355 entreprises</td>,<td>nc</td>,"<td>24,67 %</td>",<td>4 711 hab.</td>
448,"<td><a href=""https://www.linternaute.com/ville/arles-sur-tech/ville-66009"">Arles-sur-Tech</a></td>",<td>19 670 €</td>,"<td>21,85 %</td>","<td>5,51 %</td>","<td>1 904,11 €</td>","<td>79,04 %</td>",<td>161 entreprises</td>,<td>nc</td>,"<td>23,79 %</td>",<td>2 698 hab.</td>
449,"<td><a href=""https://www.linternaute.com/ville/berre-l-etang/ville-13014"">Berre-l'Étang</a></td>",<td>20 140 €</td>,"<td>16,74 %</td>","<td>3,24 %</td>","<td>2 016,81 €</td>","<td>80,30 %</td>",<td>927 entreprises</td>,<td>nc</td>,"<td>22,55 %</td>",<td>13 520 hab.</td>
